Nome,Região,Período,Resultado,Distrito
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2023,3040,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2019,3018,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2022,2554,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2016,1090,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2014,675,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2021,1967,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2020,2262,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2013,725,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2017,1954,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2015,1076,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2025,2145,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2024,2551,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BELA VISTA DISTRITO,2018,4162,BELA VISTA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2014,738,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2023,5292,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2017,1704,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2025,4664,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2016,1523,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2022,3725,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2021,2992,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2020,2781,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2018,3026,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2024,4999,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2019,2444,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2013,699,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,BOM RETIRO DISTRITO,2015,1247,BOM RETIRO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2023,2245,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2024,1892,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2019,839,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2014,454,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2015,547,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2021,1098,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2018,769,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2016,655,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2022,1418,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2025,1425,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2013,316,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2017,792,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CAMBUCI DISTRITO,2020,1053,CAMBUCI
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2014,81,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2021,244,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2018,164,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2019,187,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2023,461,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2020,235,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2013,66,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2015,75,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2024,441,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2022,565,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2016,110,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2025,256,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,CONSOLACAO DISTRITO,2017,212,CONSOLACAO
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2020,1094,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2021,1145,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2017,832,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2018,1059,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2016,691,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2025,1709,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2019,1110,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2015,546,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2013,382,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2024,1914,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2014,519,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2023,1969,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,LIBERDADE DISTRITO,2022,1488,LIBERDADE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2019,3905,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2015,1509,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2024,6515,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2023,5643,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2014,955,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2020,3408,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2018,2105,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2016,2076,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2025,6812,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2021,3134,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2013,828,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2017,2445,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,REPUBLICA DISTRITO,2022,4214,REPUBLICA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2013,1619,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2015,3475,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2017,5462,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2024,5153,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2019,4224,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2016,4675,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2025,4281,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2020,4312,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2021,4092,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2022,4889,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2018,5257,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2014,1155,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SANTA CECILIA DISTRITO,2023,5962,SANTA CECILIA
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2018,1810,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2017,1778,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2025,8845,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2024,6105,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2014,1820,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2015,903,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2021,2235,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2019,1832,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2016,1318,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2020,2203,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2022,3159,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2013,646,SE
010101 QUANTIDADE DE FAMILIAS EM SITUACAO DE EXTREMA POBREZA ATE 14 SALARIO MINIMO,SE DISTRITO,2023,5234,SE
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2015,909,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2021,476,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2009,263,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2000,152,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2019,411,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2011,675,BELA VISTA
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2011,343,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2019,1334,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2015,742,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2000,157,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2009,455,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2021,1251,BOM RETIRO
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2000,74,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2015,112,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2019,250,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2009,53,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2011,77,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2021,598,CAMBUCI
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2019,260,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2021,286,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2009,175,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2011,159,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2015,165,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2000,167,CONSOLACAO
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2021,429,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2015,175,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2000,736,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2009,414,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2011,615,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2019,339,LIBERDADE
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2021,2656,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2000,796,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2011,1207,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2019,1806,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2015,923,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2009,1770,REPUBLICA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2019,5105,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2015,1828,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2000,485,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2011,2517,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2009,1334,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2021,5006,SANTA CECILIA
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2009,1334,SE
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2015,1448,SE
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2000,820,SE
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2011,1239,SE
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2021,2149,SE
010102 POPULACAO EM SITUACAO DE RUA,SE DISTRITO,2019,1539,SE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2019,357664,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2021,254202,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2000,92105,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2011,80,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2015,773377,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BELA VISTA DISTRITO,2009,475285,BELA VISTA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2009,637363,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2019,608696,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2000,38217,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2011,425656,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2021,509992,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,BOM RETIRO DISTRITO,2015,768194,BOM RETIRO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2000,0,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2021,413043,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2011,0,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2015,0,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2019,548,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CAMBUCI DISTRITO,2009,0,CAMBUCI
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2011,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2021,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2009,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2015,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2000,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,CONSOLACAO DISTRITO,2019,0,CONSOLACAO
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2009,690821,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2011,850407,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2021,680653,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2000,851902,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2015,85714,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,LIBERDADE DISTRITO,2019,516224,LIBERDADE
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2011,404308,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2000,101759,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2019,225914,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2021,408886,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2009,112994,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,REPUBLICA DISTRITO,2015,222102,REPUBLICA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2009,768366,SANTA CECILIA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2019,339079,SANTA CECILIA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2000,105155,SANTA CECILIA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2011,524434,SANTA CECILIA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2015,44256,SANTA CECILIA
010103 ATENDIMENTO DA POPULACAO EM SITUACAO DE RUA,SANTA CECILIA DISTRITO,2021,305433,SANTA CECILIA
