Nome,Região,Período,Resultado,Distrito
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CAMBUCI DISTRITO,2010,29362,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2006,51017,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2017,38934,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2018,31861,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2020,30108,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2015,53134,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2010,50625,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2013,6279,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2011,78934,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2019,20569,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2021,29223,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2009,39687,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2014,5401,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2008,58035,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2012,62596,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2016,35251,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,CONSOLACAO DISTRITO,2007,36495,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2015,39012,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2017,21054,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2018,18703,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2014,41316,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2008,31256,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2016,23643,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2010,26959,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2020,27657,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2009,36166,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2019,21211,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2011,2424,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2007,39006,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2013,38858,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2006,53209,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2021,24193,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,LIBERDADE DISTRITO,2012,2597,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2009,48069,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2006,322,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2008,40216,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2020,19874,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2019,19127,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2007,18988,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2021,22555,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2014,58067,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2016,29262,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2018,25697,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2010,49307,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2011,47728,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2015,47438,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2017,24269,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2012,59139,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,REPUBLICA DISTRITO,2013,58691,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2016,52059,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2006,29076,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2012,19984,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2014,31489,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2021,18897,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2008,36259,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2009,4479,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2011,41772,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2010,43915,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2013,23502,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2019,26296,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2017,55344,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2020,25861,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2007,40964,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2018,5497,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SANTA CECILIA DISTRITO,2015,54738,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2018,13949,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2019,21553,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2015,16952,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2009,9652,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2021,27684,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2010,12575,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2008,8519,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2013,10999,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2006,528,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2011,11509,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2007,6706,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2014,11072,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2016,10861,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2017,10242,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2012,12364,SE
PROPORCAO DE EMPREGOS FORMAIS NA CONSTRUCAO,SE DISTRITO,2020,12227,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2007,44745,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2014,37693,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2006,51163,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2020,17735,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2010,37613,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2011,38039,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2015,32841,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2012,4202,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2008,50786,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2019,18464,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2013,33029,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2009,34572,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2021,19179,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2016,25113,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2018,2585,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BELA VISTA DISTRITO,2017,18873,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2013,294614,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2006,367947,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2012,245643,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2014,282888,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2016,273337,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2010,306363,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2011,354043,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2009,320953,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2015,281558,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2007,358197,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2020,225232,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2008,338508,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2019,24278,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2018,257264,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2017,270795,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,BOM RETIRO DISTRITO,2021,234184,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2019,85786,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2017,82758,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2007,204479,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2018,84605,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2006,211183,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2014,118432,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2012,146527,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2011,139955,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2020,96683,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2010,181287,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2016,8875,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2009,162773,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2021,88332,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2008,180337,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2015,112068,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CAMBUCI DISTRITO,2013,148356,CAMBUCI
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2013,8406,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2021,834,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2008,25551,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2011,9169,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2017,3859,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2019,7374,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2009,15019,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2015,3651,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2014,8456,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2010,12511,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2012,10062,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2007,23264,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2006,22463,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2020,10104,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2016,3921,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,CONSOLACAO DISTRITO,2018,336,CONSOLACAO
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2016,3215,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2011,47844,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2017,30071,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2012,55491,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2006,104795,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2019,24687,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2015,36029,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2020,16848,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2009,48564,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2014,41004,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2008,44704,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2007,61295,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2018,26022,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2021,19242,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2013,59015,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,LIBERDADE DISTRITO,2010,40992,LIBERDADE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2006,40726,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2020,2485,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2014,27085,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2013,33115,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2008,3339,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2009,3445,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2017,27126,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2019,20913,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2016,29286,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2021,25109,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2015,27752,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2007,33433,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2010,31798,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2012,33727,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2011,3283,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,REPUBLICA DISTRITO,2018,22654,REPUBLICA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2008,91152,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2018,45252,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2014,55047,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2021,20662,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2012,60854,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2011,63363,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2006,68399,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2017,3788,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2020,24994,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2016,39518,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2019,30665,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2009,77274,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2013,54503,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2015,45931,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2007,66227,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SANTA CECILIA DISTRITO,2010,68972,SANTA CECILIA
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2021,12141,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2007,31984,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2014,24512,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2008,2878,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2018,14614,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2015,24883,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2011,2362,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2009,41789,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2019,14498,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2016,18247,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2013,23105,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2010,35472,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2012,25745,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2006,3678,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2017,12275,SE
PROPORCAO DE EMPREGOS FORMAIS NA INDUSTRIA,SE DISTRITO,2020,13336,SE
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2021,75868,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2016,83438,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2013,79988,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2007,84028,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2017,85595,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2020,73662,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2015,83778,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2009,89097,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2014,79587,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2006,93171,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2008,88908,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2012,81328,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2011,76185,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2019,82958,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2018,77915,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BELA VISTA DISTRITO,2010,82084,BELA VISTA
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BOM RETIRO DISTRITO,2014,165506,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BOM RETIRO DISTRITO,2018,148913,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BOM RETIRO DISTRITO,2012,132153,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BOM RETIRO DISTRITO,2020,167213,BOM RETIRO
PROPORCAO DE EMPREGOS FORMAIS NO COMERCIO,BOM RETIRO DISTRITO,2008,142837,BOM RETIRO
