Nome,Região,Período,Resultado
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),PONTE RASA (DISTRITO),2017,"84,6154"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),PONTE RASA (DISTRITO),2016,"85,7143"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2023,"3,5242"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2017,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2022,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2021,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2020,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2019,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2024,"3,5088"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2015,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2016,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RAPOSO TAVARES (DISTRITO),2018,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2021,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2023,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2024,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2020,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2022,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2018,"16,5563"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2016,"28,5714"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2019,"98,8417"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2015,"37,3134"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),REPUBLICA (DISTRITO),2017,"28,5714"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2021,"16,2187"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2022,"16,1381"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2019,"15,9191"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2016,"14,1392"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2024,"16,129"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2017,"17,5395"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2023,"15,9024"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2018,"17,2901"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2015,"12,7616"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),RIO PEQUENO (DISTRITO),2020,"16,0181"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2018,"35,3595"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2021,"39,3142"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2024,"59,2125"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2020,"39,4993"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2022,"39,8366"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2017,"32,9534"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2015,"30,5441"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2023,"51,388"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2019,"37,4489"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SACOMA (DISTRITO),2016,"30,5273"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2020,"75,9901"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2019,"97,654"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2023,"73,0415"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2015,"95,2128"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2022,"69,2124"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2018,95
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2024,"64,0127"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2017,95
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2021,"69,1038"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTA CECILIA (DISTRITO),2016,"95,0131"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA (DISTRITO),2015,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA (DISTRITO),2018,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA (DISTRITO),2016,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA (DISTRITO),2017,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA (DISTRITO),2024,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA-TUCURUVI (SUBPREFEITURA),2016,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA-TUCURUVI (SUBPREFEITURA),2015,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA-TUCURUVI (SUBPREFEITURA),2017,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA-TUCURUVI (SUBPREFEITURA),2018,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTANA-TUCURUVI (SUBPREFEITURA),2024,0
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2017,"42,5729"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2024,"79,0769"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2019,"42,695"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2023,"87,2587"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2015,"31,3131"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2020,"51,6934"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2018,"42,649"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2016,"42,3127"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2022,"87,6522"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SANTO AMARO (SUBPREFEITURA),2021,"79,3388"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2018,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2015,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2017,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2021,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2019,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2022,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2024,"97,2222"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2020,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2023,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO DOMINGOS (DISTRITO),2016,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO LUCAS (DISTRITO),2024,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO LUCAS (DISTRITO),2022,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO LUCAS (DISTRITO),2023,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2024,"71,4286"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2019,"40,8163"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2020,"65,2174"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2016,"68,5714"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2022,"77,7778"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2017,"66,6667"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2015,"85,7143"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2023,"71,4286"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2018,"66,6667"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (DISTRITO),2021,"61,1111"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2015,"67,4776"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2022,"53,0253"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2019,"52,6695"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2023,"17,9454"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2017,"67,0633"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2016,"67,3036"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2020,"61,1973"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2018,"67,0623"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2021,"68,6533"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MATEUS (SUBPREFEITURA),2024,"14,8571"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2019,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2015,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2017,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2024,"71,4286"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2021,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2016,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2018,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2023,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2020,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (DISTRITO),2022,100
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2017,"59,0759"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2015,"96,9072"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2024,"86,5248"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2022,"80,5556"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2016,"96,7914"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2018,"54,6296"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2023,"84,9315"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2020,"49,4545"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2021,"69,9507"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO MIGUEL (SUBPREFEITURA),2019,"50,8591"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2020,"36,5314"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2015,"36,4467"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2021,"36,7104"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2017,"36,3907"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2024,"28,256"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2022,"38,3727"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2016,"36,4747"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2018,"38,0062"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2019,"35,6411"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO PAULO (MUNICIPIO),2023,"34,4339"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2023,"19,7813"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2024,"16,368"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2018,"67,8261"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2021,"69,5238"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2020,"61,6648"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2019,"63,1063"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2015,"67,9913"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2016,"68,0174"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2017,"67,8291"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAO RAFAEL (DISTRITO),2022,"53,4308"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2019,"82,3718"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2018,"91,9614"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2016,"95,6229"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2024,"47,0348"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2015,"95,6081"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2021,"91,8819"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2022,"90,7407"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2023,"80,7692"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2020,"92,3636"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (DISTRITO),2017,"95,2218"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (SUBPREFEITURA),2019,"82,3718"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (SUBPREFEITURA),2024,"47,0348"
010503 FAMILIAS EM ATENDIMENTO HABITACIONAL PROVISORIO POR SITUACAO DE RISCO E EMERGENCIA (%),SAPOPEMBA (SUBPREFEITURA),2022,"90,7407"
