Nome,Região,Período,Resultado
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMBUCI (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2018,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2016,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2020,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2021,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2023,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2022,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO BELO (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2022,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2016,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2020,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2019,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2021,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2018,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO GRANDE (DISTRITO),2023,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2018,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2023,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2020,6
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2021,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2019,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2022,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2014,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (DISTRITO),2016,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2017,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2020,15
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2021,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2018,9
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2014,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2016,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2022,19
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2023,17
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2019,25
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAMPO LIMPO (SUBPREFEITURA),2013,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2019,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2022,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2016,23
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2020,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2021,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2023,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CANGAIBA (DISTRITO),2018,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2021,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2017,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2018,6
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2020,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2023,10
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2022,14
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPAO REDONDO (DISTRITO),2016,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2017,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2018,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2021,6
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2014,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2015,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2022,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2020,9
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2023,35
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2019,12
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2016,33
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CAPELA DO SOCORRO (SUBPREFEITURA),2013,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2016,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2023,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2020,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2022,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2013,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2021,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2019,10
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CARRAO (DISTRITO),2018,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2022,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2021,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2016,17
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2019,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2018,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2014,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2020,9
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2023,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2017,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE-CACHOEIRINHA (SUBPREFEITURA),2015,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2019,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2023,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2018,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2021,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2020,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2022,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CASA VERDE (DISTRITO),2016,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2022,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2021,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2019,18
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2018,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2016,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2023,16
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2020,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2023,29
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2022,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2018,7
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2019,20
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2020,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2021,8
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE ADEMAR (SUBPREFEITURA),2016,10
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2014,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2021,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2022,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2018,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2013,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2016,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2023,18
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2020,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE DUTRA (DISTRITO),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2021,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2020,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2023,13
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2013,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2016,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2019,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2018,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2022,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE LIDER (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2020,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2023,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2022,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2021,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2017,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2016,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2018,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2021,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2018,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2023,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2016,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2020,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2017,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2022,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CIDADE TIRADENTES (SUBPREFEITURA),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2020,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2016,97
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2013,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2022,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2023,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2014,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2018,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2019,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2021,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CONSOLACAO (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2020,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2022,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2021,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2018,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2019,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2016,20
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2023,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,CURSINO (DISTRITO),2015,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2022,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2016,38
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2017,1
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2020,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2023,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2021,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2019,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2014,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2018,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (DISTRITO),2013,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2020,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2022,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2018,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2016,45
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2014,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2021,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2019,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2017,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2023,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2013,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,ERMELINO MATARAZZO (SUBPREFEITURA),2015,2
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2018,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2016,27
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2023,11
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2020,4
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2022,5
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2015,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2013,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2021,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2017,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2019,3
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA-BRASILANDIA (SUBPREFEITURA),2014,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA DO O (DISTRITO),2021,0
110503 NUMERO DE OCORRENCIAS ATENDIDAS INUNDACAO,FREGUESIA DO O (DISTRITO),2017,0
